name,url_chunk,content
https://developer.mozilla.org/favicon-48x48.cbbd161b.png,https://developer.mozilla.org/favicon-48x48.cbbd161b.png,mozilla
https://developer.mozilla.org/apple-touch-icon.6803c6f0.png,https://developer.mozilla.org/apple-touch-icon.6803c6f0.png,mozilla
https://developer.mozilla.org/opensearch.xml,https://developer.mozilla.org/opensearch.xml,mozilla
https://developer.mozilla.org/en-US/blog/rss.xml,https://developer.mozilla.org/en-US/blog/rss.xml,mozilla
https://developer.mozilla.org/static/css/main.6cbaafcb.css,https://developer.mozilla.org/static/css/main.6cbaafcb.css,mozilla
https://developer.mozilla.org/en-US/docs/Web/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Web/HTML/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/HTML/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Web/CSS/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/CSS/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Web/JavaScript/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/JavaScript/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Web/HTTP/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/HTTP/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Web/API/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/API/contributors.txt,mozilla
https://chat.mozilla.org/#/room/%23addons:mozilla.org,https://chat.mozilla.org/#/room/%23addons:mozilla.org,mozilla
https://developer.mozilla.org/en-US/docs/Mozilla/Add-ons/WebExtensions/contributors.txt,https://developer.mozilla.org/en-US/docs/Mozilla/Add-ons/WebExtensions/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Learn/contributors.txt,https://developer.mozilla.org/en-US/docs/Learn/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Learn/HTML/contributors.txt,https://developer.mozilla.org/en-US/docs/Learn/HTML/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Learn/CSS/contributors.txt,https://developer.mozilla.org/en-US/docs/Learn/CSS/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Learn/JavaScript/contributors.txt,https://developer.mozilla.org/en-US/docs/Learn/JavaScript/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Web/Accessibility/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/Accessibility/contributors.txt,mozilla
https://developer.mozilla.org/static/css/665.544d77e8.chunk.css,https://developer.mozilla.org/static/css/665.544d77e8.chunk.css,mozilla
https://developer.mozilla.org/static/css/341.5caecd32.chunk.css,https://developer.mozilla.org/static/css/341.5caecd32.chunk.css,mozilla
https://developer.mozilla.org/static/css/606.06cbf8c8.chunk.css,https://developer.mozilla.org/static/css/606.06cbf8c8.chunk.css,mozilla
https://accounts-static.cdn.mozilla.net/styles/dd12cf05.main.css,https://accounts-static.cdn.mozilla.net/styles/dd12cf05.main.css,mozilla
https://accounts-static.cdn.mozilla.net/styles/11284350.tailwind.out.css,https://accounts-static.cdn.mozilla.net/styles/11284350.tailwind.out.css,mozilla
https://developer.mozilla.org/en-US/docs/Web/API/Performance_API/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/API/Performance_API/contributors.txt,mozilla
https://developer.mozilla.org/en-US/docs/Web/CSS/font-palette/contributors.txt,https://developer.mozilla.org/en-US/docs/Web/CSS/font-palette/contributors.txt,mozilla
