name,url_titlepage,hostname,url_chunk,content
Review 2019 How commemoration,https://www.haystack.tv/v/review-2019-commemoration-controversy-shaped-europe-cultural-year?fbclid=IwAR38v0TOyV1EqF8c-FXbsvoe8Qde3udJLswaTESbjqrY_lnazXuHia_NTyU,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/euronews/tylSWenz/tylSWenz_large/00000/tylSWenz_large_00003.ts,haystack_bottom_1
On Demand Ratings Reveal,https://www.haystack.tv/v/demand-ratings-reveal-america-loved-watch-2018?fbclid=IwAR3xGmQXKmBEWb6bZs1QaQRBIkaNBhIBu2x_W0ZDC-Qt7UZU1FD7eRgTyLE,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/buzz60/CcTzII8kr/CcTzII8kr_hd720/00000/CcTzII8kr_hd720_00003.ts,haystack_bottom_2
Betty White dies at age 99,https://www.haystack.tv/v/betty-white-dies-age-99-5-things-didn-actress?fbclid=IwAR2Y7lq5LGU8N9Tmv86j-2xNjZMl9t4uKdK-7D__-InX3GnqOrWdhukAubw,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/knxv/Q5DwbUoNj/adaptive/hls_media/Q5DwbUoNj_large_000003.ts,haystack_bottom_3
New COVID-19 cases,https://www.haystack.tv/v/covid-19-cases-soar-highest-levels-record?fbclid=IwAR28Jr-v2TNOuxoguxa97YLs6_6uUkh4BVK-r99ePcn5QKxRsHqwug02gNk,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/wnyt/wK6Xv6ZZi/adaptive/hls_media/wK6Xv6ZZi_large_000003.ts,haystack_bottom_4
Sports World Mourns The Loss,https://www.haystack.tv/v/world-mourns-loss-nfl-hall-fame-coach-john-madden?fbclid=IwAR2ZMYncIGoEY8v7g57sZc6v1yu4sHjBn5YNtWzl_W9kV3OfKSgldzJidMA,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/cbssanfrancisco/0s6DerQNi/adaptive/hls_media/0s6DerQNi_large_000003.ts,haystack_bottom_5
Remembering former Senate,https://www.haystack.tv/v/remembering-harry-reid?fbclid=IwAR1RnYwJ8NXQSlB7hUbpHF1LMoxPp5g92Zvxw7NmqyGxXpR_-kN9-sx6dEE,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/abcnews/2iY928uRi/adaptive/hls_media/2iY928uRi_large_000003.ts,haystack_bottom_6
Woman arrested in air rage,https://www.haystack.tv/v/woman-arrested-air-rage-incident?fbclid=IwAR1O1FWIxtnoqzjHxjpwNNsj6SMTZrnVvEH9UHclwU1Hah9-1QafQRo6KA4,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/abcnews/VU16QXJxi/adaptive/hls_media/VU16QXJxi_large_000003.ts,haystack_bottom_7
Los Angeles Police Release,https://www.haystack.tv/v/los-angeles-police-release-video-shooting-left-bystander-dead?fbclid=IwAR2yRZiDUZEO-aKwHgU-MDHnw8yGmJY8eDYjYhEZQPMnd8qeNcUpV8z_UCQ,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/newsyhub/imVzEjQCi/adaptive/hls_media/imVzEjQCi_large_000003.ts,haystack_bottom_8
Four Dead Three Injured,https://www.haystack.tv/v/dead-injured-denver-area-shooting-spree?fbclid=IwAR1vDcpX66J-ocOkfW4LWB-v5HXA5qSeDH6Dilpdasi-qI_M1Pf9hwJg9pw,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/newsyhub/2iPbb815i/adaptive/hls_media/2iPbb815i_large_000003.ts,haystack_bottom_9
This virus will ultimately,https://www.haystack.tv/v/virus-ultimately-endemic-scientists-find-key-alpha-variant-fight-omicron-LUjSGWkPh?fbclid=IwAR0apLxxip-FAM0c9os5xKwCNmOCNR8FF2unWpfF-Y2VGUoyoeAUEeM3Kw4,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/abc7news/LUjSGWkPh/adaptive/hls_media/LUjSGWkPh_large_000003.ts,haystack_bottom_10
